Word,Location
present,"Page 12, Line ~36"
payment,"Page 12, Line ~37"
what,"Page 12, Line ~38"
keen,"Page 13, Line ~1"
village,"Page 13, Line ~1"
chief,"Page 13, Line ~2"
that,"Page 13, Line ~2"
because,"Page 13, Line ~3"
they,"Page 13, Line ~3"
only,"Page 13, Line ~4"
blood,"Page 13, Line ~4"
island,"Page 13, Line ~6"
they,"Page 13, Line ~6"
supply,"Page 13, Line ~6"
this,"Page 13, Line ~7"
time,"Page 13, Line ~8"
demise,"Page 13, Line ~8"
more,"Page 13, Line ~9"
island,"Page 13, Line ~9"
used,"Page 13, Line ~10"
story,"Page 13, Line ~11"
demise,"Page 13, Line ~12"
that,"Page 13, Line ~14"
become,"Page 13, Line ~15"
there,"Page 13, Line ~16"
local,"Page 13, Line ~16"
able,"Page 13, Line ~16"
supply,"Page 13, Line ~17"
possible,"Page 13, Line ~19"
produce,"Page 13, Line ~19"
more,"Page 13, Line ~19"
use,"Page 13, Line ~21"
they,"Page 13, Line ~22"
across,"Page 13, Line ~22"
dynamic,"Page 13, Line ~24"
drop,"Page 13, Line ~24"
same,"Page 13, Line ~25"
that,"Page 13, Line ~25"
place,"Page 13, Line ~26"
similar,"Page 13, Line ~27"
story,"Page 13, Line ~27"
used,"Page 13, Line ~28"
history,"Page 13, Line ~29"
that,"Page 13, Line ~30"
they,"Page 13, Line ~30"
what,"Page 13, Line ~31"
that,"Page 13, Line ~32"
they,"Page 13, Line ~32"
area,"Page 13, Line ~32"
where,"Page 13, Line ~32"
very,"Page 13, Line ~33"
high,"Page 13, Line ~33"
across,"Page 13, Line ~34"
small,"Page 13, Line ~34"
across,"Page 13, Line ~35"
because,"Page 13, Line ~35"
they,"Page 13, Line ~35"
into,"Page 13, Line ~35"
this,"Page 13, Line ~36"
because,"Page 13, Line ~36"
there,"Page 13, Line ~36"
rather,"Page 13, Line ~37"
one,"Page 13, Line ~37"
they,"Page 13, Line ~38"
also,"Page 13, Line ~38"
across,"Page 13, Line ~38"
space,"Page 13, Line ~38"
they,"Page 13, Line ~38"
easy,"Page 13, Line ~38"
move,"Page 13, Line ~39"
glass,"Page 13, Line ~39"
because,"Page 14, Line ~2"
that,"Page 14, Line ~2"
they,"Page 14, Line ~2"
market,"Page 14, Line ~4"
other,"Page 14, Line ~4"
they,"Page 14, Line ~4"
when,"Page 14, Line ~5"
west,"Page 14, Line ~5"
they,"Page 14, Line ~6"
high,"Page 14, Line ~6"
mass,"Page 14, Line ~7"
what,"Page 14, Line ~8"
similar,"Page 14, Line ~8"
story,"Page 14, Line ~8"
tiny,"Page 14, Line ~9"
size,"Page 14, Line ~9"
much,"Page 14, Line ~9"
size,"Page 14, Line ~9"
more,"Page 14, Line ~10"
process,"Page 14, Line ~10"
more,"Page 14, Line ~11"
tragic,"Page 14, Line ~11"
able,"Page 14, Line ~11"
purchase,"Page 14, Line ~12"
they,"Page 14, Line ~13"
home,"Page 14, Line ~13"
very,"Page 14, Line ~13"
into,"Page 14, Line ~14"
hard,"Page 14, Line ~14"
easy,"Page 14, Line ~14"
erosion,"Page 14, Line ~15"
power,"Page 14, Line ~16"
over,"Page 14, Line ~16"
time,"Page 14, Line ~16"
wealth,"Page 14, Line ~17"
acquire,"Page 14, Line ~18"
later,"Page 14, Line ~19"
they,"Page 14, Line ~20"
trade,"Page 14, Line ~20"
north,"Page 14, Line ~21"
over,"Page 14, Line ~22"
can,"Page 14, Line ~23"
begin,"Page 14, Line ~23"
slow,"Page 14, Line ~24"
over,"Page 14, Line ~24"
time,"Page 14, Line ~25"
will,"Page 14, Line ~25"
transfer,"Page 14, Line ~25"
wealth,"Page 14, Line ~25"
can,"Page 14, Line ~26"
produce,"Page 14, Line ~26"
this,"Page 14, Line ~26"
lesson,"Page 14, Line ~27"
worth,"Page 14, Line ~27"
when,"Page 14, Line ~27"
turn,"Page 14, Line ~27"
later,"Page 14, Line ~28"
another,"Page 14, Line ~29"
that,"Page 14, Line ~29"
used,"Page 14, Line ~29"
around,"Page 14, Line ~30"
north,"Page 14, Line ~30"
that,"Page 14, Line ~31"
that,"Page 14, Line ~32"
because,"Page 14, Line ~32"
hold,"Page 14, Line ~33"
more,"Page 14, Line ~33"
that,"Page 14, Line ~33"
can,"Page 14, Line ~33"
found,"Page 14, Line ~33"
early,"Page 14, Line ~34"
used,"Page 14, Line ~34"
same,"Page 14, Line ~35"
they,"Page 14, Line ~35"
hard,"Page 15, Line ~1"
high,"Page 15, Line ~1"
among,"Page 15, Line ~2"
also,"Page 15, Line ~2"
uniform,"Page 15, Line ~3"
easily,"Page 15, Line ~4"
large,"Page 15, Line ~5"
economy,"Page 15, Line ~6"
degree,"Page 15, Line ~6"
legal,"Page 15, Line ~7"
more,"Page 15, Line ~7"
more,"Page 15, Line ~7"
gold,"Page 15, Line ~8"
silver,"Page 15, Line ~8"
north,"Page 15, Line ~8"
exchange,"Page 15, Line ~9"
better,"Page 15, Line ~10"
more,"Page 15, Line ~10"
uniform,"Page 15, Line ~10"
price,"Page 15, Line ~10"
more,"Page 15, Line ~11"
harvest,"Page 15, Line ~12"
supply,"Page 15, Line ~12"
very,"Page 15, Line ~12"
drop,"Page 15, Line ~13"
across,"Page 15, Line ~14"
legal,"Page 15, Line ~14"
all,"Page 15, Line ~15"
this,"Page 15, Line ~15"
just,"Page 15, Line ~15"
north,"Page 15, Line ~16"
access,"Page 15, Line ~17"
uniform,"Page 15, Line ~17"
metal,"Page 15, Line ~17"
they,"Page 15, Line ~17"
sea,"Page 15, Line ~19"
other,"Page 15, Line ~20"
ancient,"Page 15, Line ~21"
include,"Page 15, Line ~21"
they,"Page 15, Line ~22"
one,"Page 15, Line ~22"
own,"Page 15, Line ~23"
also,"Page 15, Line ~23"
across,"Page 15, Line ~23"
space,"Page 15, Line ~23"
cattle,"Page 15, Line ~24"
play,"Page 15, Line ~24"
easily,"Page 15, Line ~26"
cattle,"Page 15, Line ~26"
very,"Page 15, Line ~26"
useful,"Page 15, Line ~26"
solve,"Page 15, Line ~26"
across,"Page 15, Line ~27"
another,"Page 15, Line ~27"
that,"Page 15, Line ~28"
salt,"Page 15, Line ~28"
easy,"Page 15, Line ~29"
keep,"Page 15, Line ~29"
long,"Page 15, Line ~29"
easily,"Page 15, Line ~29"
into,"Page 15, Line ~30"
still,"Page 15, Line ~31"
word,"Page 15, Line ~31"
latin,"Page 15, Line ~32"
word,"Page 15, Line ~32"
word,"Page 15, Line ~33"
latin,"Page 15, Line ~33"
word,"Page 15, Line ~33"
replace,"Page 16, Line ~2"
better,"Page 16, Line ~3"
exchange,"Page 16, Line ~3"
salt,"Page 16, Line ~3"
because,"Page 16, Line ~4"
they,"Page 16, Line ~4"
into,"Page 16, Line ~4"
small,"Page 16, Line ~4"
that,"Page 16, Line ~5"
around,"Page 16, Line ~5"
more,"Page 16, Line ~5"
another,"Page 16, Line ~5"
mass,"Page 16, Line ~6"
fuel,"Page 16, Line ~7"
quick,"Page 16, Line ~8"
increase,"Page 16, Line ~8"
supply,"Page 16, Line ~8"
that,"Page 16, Line ~9"
that,"Page 16, Line ~9"
protect,"Page 16, Line ~10"
high,"Page 16, Line ~10"
very,"Page 16, Line ~12"
little,"Page 16, Line ~12"
large,"Page 16, Line ~13"
soon,"Page 16, Line ~13"
wealth,"Page 16, Line ~14"
entire,"Page 16, Line ~14"
fabric,"Page 16, Line ~15"
apart,"Page 16, Line ~15"
island,"Page 16, Line ~16"
cheap,"Page 16, Line ~16"
what,"Page 16, Line ~16"
that,"Page 16, Line ~17"
easy,"Page 16, Line ~17"
produce,"Page 16, Line ~18"
easy,"Page 16, Line ~18"
make,"Page 16, Line ~19"
all,"Page 16, Line ~20"
wealth,"Page 16, Line ~20"
exchange,"Page 16, Line ~20"
easy,"Page 16, Line ~21"
story,"Page 16, Line ~21"
novel,"Page 16, Line ~22"
green,"Page 16, Line ~23"
into,"Page 16, Line ~23"
same,"Page 16, Line ~24"
name,"Page 16, Line ~24"
used,"Page 16, Line ~25"
large,"Page 16, Line ~26"
also,"Page 16, Line ~26"
boat,"Page 16, Line ~27"
winner,"Page 16, Line ~29"
chapter,"Page 17, Line ~1"
chapter,"Page 17, Line ~1"
human,"Page 17, Line ~1"
more,"Page 17, Line ~2"
large,"Page 17, Line ~4"
enough,"Page 17, Line ~4"
large,"Page 17, Line ~4"
enough,"Page 17, Line ~4"
demand,"Page 17, Line ~4"
make,"Page 17, Line ~5"
used,"Page 17, Line ~5"
high,"Page 17, Line ~6"
around,"Page 17, Line ~7"
salt,"Page 17, Line ~7"
across,"Page 17, Line ~8"
hard,"Page 17, Line ~9"
increase,"Page 17, Line ~9"
supply,"Page 17, Line ~9"
good,"Page 17, Line ~10"
across,"Page 17, Line ~10"
physical,"Page 17, Line ~10"
more,"Page 17, Line ~12"
iron,"Page 17, Line ~12"
because,"Page 17, Line ~12"
high,"Page 17, Line ~13"
market,"Page 17, Line ~15"
used,"Page 17, Line ~16"
such,"Page 17, Line ~16"
silver,"Page 17, Line ~17"
other,"Page 17, Line ~17"
more,"Page 17, Line ~17"
more,"Page 17, Line ~18"
across,"Page 17, Line ~19"
time,"Page 17, Line ~19"
useful,"Page 18, Line ~1"
into,"Page 18, Line ~1"
virtual,"Page 18, Line ~2"
across,"Page 18, Line ~2"
develop,"Page 18, Line ~3"
time,"Page 18, Line ~3"
over,"Page 18, Line ~5"
possible,"Page 18, Line ~5"
into,"Page 18, Line ~6"
uniform,"Page 18, Line ~6"
brand,"Page 18, Line ~6"
more,"Page 18, Line ~7"
people,"Page 18, Line ~7"
three,"Page 18, Line ~8"
used,"Page 18, Line ~9"
this,"Page 18, Line ~9"
use,"Page 18, Line ~10"
around,"Page 18, Line ~11"
time,"Page 18, Line ~11"
first,"Page 18, Line ~12"
have,"Page 18, Line ~12"
gold,"Page 18, Line ~12"
early,"Page 18, Line ~13"
gold,"Page 18, Line ~13"
across,"Page 18, Line ~14"
because,"Page 18, Line ~14"
they,"Page 18, Line ~14"
hold,"Page 18, Line ~14"
over,"Page 18, Line ~14"
time,"Page 18, Line ~14"
resist,"Page 18, Line ~15"
they,"Page 18, Line ~15"
also,"Page 18, Line ~15"
across,"Page 18, Line ~16"
because,"Page 18, Line ~16"
they,"Page 18, Line ~16"
small,"Page 18, Line ~16"
easy,"Page 18, Line ~17"
silver,"Page 18, Line ~17"
other,"Page 18, Line ~17"
good,"Page 18, Line ~18"
across,"Page 18, Line ~18"
because,"Page 18, Line ~19"
unit,"Page 18, Line ~19"
gold,"Page 18, Line ~19"
exchange,"Page 18, Line ~20"
small,"Page 18, Line ~21"
bronze,"Page 18, Line ~21"
useful,"Page 18, Line ~21"
into,"Page 18, Line ~22"
easily,"Page 18, Line ~22"
large,"Page 18, Line ~23"
trade,"Page 18, Line ~24"
best,"Page 18, Line ~24"
system,"Page 18, Line ~24"
possible,"Page 18, Line ~24"
still,"Page 18, Line ~25"
two,"Page 18, Line ~25"
major,"Page 18, Line ~25"
first,"Page 18, Line ~25"
that,"Page 18, Line ~26"
two,"Page 18, Line ~26"
three,"Page 18, Line ~26"
over,"Page 18, Line ~27"
time,"Page 18, Line ~28"
supply,"Page 18, Line ~28"
more,"Page 18, Line ~31"
that,"Page 18, Line ~31"
reduce,"Page 18, Line ~32"
metal,"Page 18, Line ~32"
decline,"Page 18, Line ~33"
power,"Page 18, Line ~34"
metal,"Page 18, Line ~35"
purity,"Page 18, Line ~35"
paper,"Page 19, Line ~2"
gold,"Page 19, Line ~3"
this,"Page 19, Line ~4"
possible,"Page 19, Line ~4"
any,"Page 19, Line ~4"
need,"Page 19, Line ~5"
all,"Page 19, Line ~5"
gold,"Page 19, Line ~6"
gold,"Page 19, Line ~6"
capital,"Page 19, Line ~7"
trade,"Page 19, Line ~7"
economy,"Page 19, Line ~8"
one,"Page 19, Line ~8"
sound,"Page 19, Line ~8"
choice,"Page 19, Line ~8"
tragic,"Page 19, Line ~9"
that,"Page 19, Line ~9"
gold,"Page 19, Line ~9"
later,"Page 19, Line ~10"
possible,"Page 19, Line ~10"
increase,"Page 19, Line ~11"
supply,"Page 19, Line ~11"
beyond,"Page 19, Line ~11"
gold,"Page 19, Line ~12"
they,"Page 19, Line ~12"
return,"Page 19, Line ~15"
more,"Page 19, Line ~15"
detail,"Page 19, Line ~15"
easy,"Page 19, Line ~15"
trap,"Page 19, Line ~15"
first,"Page 19, Line ~16"
chapter,"Page 19, Line ~16"
begin,"Page 19, Line ~16"
between,"Page 19, Line ~16"
market,"Page 19, Line ~17"
demand,"Page 19, Line ~17"
good,"Page 19, Line ~17"
own,"Page 19, Line ~18"
demand,"Page 19, Line ~18"
good,"Page 19, Line ~19"
exchange,"Page 19, Line ~19"
any,"Page 19, Line ~19"
time,"Page 19, Line ~20"
person,"Page 19, Line ~20"
good,"Page 19, Line ~20"
demand,"Page 19, Line ~21"
beyond,"Page 19, Line ~21"
regular,"Page 19, Line ~21"
market,"Page 19, Line ~22"
will,"Page 19, Line ~22"
cause,"Page 19, Line ~22"
price,"Page 19, Line ~22"
market,"Page 19, Line ~23"
demand,"Page 19, Line ~23"
copper,"Page 19, Line ~23"
various,"Page 19, Line ~23"
around,"Page 19, Line ~23"
million,"Page 19, Line ~24"
price,"Page 19, Line ~24"
around,"Page 19, Line ~24"
total,"Page 19, Line ~25"
market,"Page 19, Line ~25"
around,"Page 19, Line ~25"
like,"Page 19, Line ~26"
wealth,"Page 19, Line ~27"
run,"Page 19, Line ~27"
around,"Page 19, Line ~27"
annual,"Page 19, Line ~28"
copper,"Page 19, Line ~28"
they,"Page 19, Line ~28"
cause,"Page 19, Line ~28"
price,"Page 19, Line ~29"
copper,"Page 19, Line ~29"
this,"Page 19, Line ~29"
like,"Page 19, Line ~29"
asset,"Page 19, Line ~30"
already,"Page 19, Line ~31"
before,"Page 19, Line ~31"
this,"Page 19, Line ~32"
will,"Page 19, Line ~32"
cause,"Page 19, Line ~32"
more,"Page 19, Line ~32"
people,"Page 19, Line ~32"
more,"Page 19, Line ~33"
copper,"Page 19, Line ~33"
price,"Page 19, Line ~33"
more,"Page 19, Line ~34"
people,"Page 19, Line ~34"
join,"Page 19, Line ~34"
price,"Page 20, Line ~2"
copper,"Page 20, Line ~2"
business,"Page 20, Line ~2"
capital,"Page 20, Line ~2"
across,"Page 20, Line ~3"
copper,"Page 20, Line ~3"
under,"Page 20, Line ~3"
earth,"Page 20, Line ~3"
beyond,"Page 20, Line ~4"
ability,"Page 20, Line ~4"
alone,"Page 20, Line ~4"
only,"Page 20, Line ~5"
much,"Page 20, Line ~5"
copper,"Page 20, Line ~5"
can,"Page 20, Line ~6"
much,"Page 20, Line ~6"
labor,"Page 20, Line ~6"
capital,"Page 20, Line ~6"
more,"Page 20, Line ~7"
copper,"Page 20, Line ~7"
can,"Page 20, Line ~7"
always,"Page 20, Line ~7"
price,"Page 20, Line ~8"
will,"Page 20, Line ~8"
until,"Page 20, Line ~9"
they,"Page 20, Line ~9"
satisfy,"Page 20, Line ~9"
assume,"Page 20, Line ~9"
that,"Page 20, Line ~9"
million,"Page 20, Line ~10"
extra,"Page 20, Line ~10"
demand,"Page 20, Line ~11"
must,"Page 20, Line ~11"
copper,"Page 20, Line ~11"
will,"Page 20, Line ~11"
want,"Page 20, Line ~12"
purchase,"Page 20, Line ~12"
other,"Page 20, Line ~12"
that,"Page 20, Line ~13"
point,"Page 20, Line ~13"
demand,"Page 20, Line ~14"
all,"Page 20, Line ~14"
else,"Page 20, Line ~14"
copper,"Page 20, Line ~14"
market,"Page 20, Line ~14"
original,"Page 20, Line ~15"
million,"Page 20, Line ~15"
annual,"Page 20, Line ~16"
begin,"Page 20, Line ~16"
sell,"Page 20, Line ~17"
price,"Page 20, Line ~17"
will,"Page 20, Line ~17"
drop,"Page 20, Line ~17"
below,"Page 20, Line ~18"
will,"Page 20, Line ~18"
have,"Page 20, Line ~18"
this,"Page 20, Line ~18"
price,"Page 20, Line ~19"
stock,"Page 20, Line ~20"
more,"Page 20, Line ~20"
now,"Page 20, Line ~20"
entire,"Page 20, Line ~21"
stock,"Page 20, Line ~21"
below,"Page 20, Line ~21"
later,"Page 20, Line ~22"
will,"Page 20, Line ~22"
have,"Page 20, Line ~23"
more,"Page 20, Line ~23"
this,"Page 20, Line ~23"
model,"Page 20, Line ~23"
all,"Page 20, Line ~24"
such,"Page 20, Line ~24"
any,"Page 20, Line ~26"
moment,"Page 20, Line ~26"
time,"Page 20, Line ~26"
around,"Page 20, Line ~27"
same,"Page 20, Line ~27"
order,"Page 20, Line ~27"
annual,"Page 20, Line ~27"
supply,"Page 20, Line ~28"
decide,"Page 20, Line ~28"
wealth,"Page 20, Line ~29"
one,"Page 20, Line ~29"
wealth,"Page 20, Line ~29"
will,"Page 20, Line ~30"
only,"Page 20, Line ~30"
supply,"Page 20, Line ~30"
before,"Page 20, Line ~30"
price,"Page 20, Line ~31"
enough,"Page 20, Line ~31"
absorb,"Page 20, Line ~31"
all,"Page 20, Line ~31"
because,"Page 20, Line ~31"
they,"Page 20, Line ~31"
this,"Page 20, Line ~32"
use,"Page 20, Line ~32"
good,"Page 20, Line ~33"
they,"Page 20, Line ~34"
can,"Page 20, Line ~34"
then,"Page 20, Line ~34"
invest,"Page 20, Line ~34"
price,"Page 20, Line ~35"
net,"Page 20, Line ~36"
this,"Page 20, Line ~36"
entire,"Page 20, Line ~36"
episode,"Page 20, Line ~36"
transfer,"Page 20, Line ~36"
wealth,"Page 20, Line ~37"
they,"Page 20, Line ~38"
this,"Page 20, Line ~38"
market,"Page 20, Line ~38"
demand,"Page 21, Line ~1"
price,"Page 21, Line ~4"
usual,"Page 21, Line ~4"
market,"Page 21, Line ~4"
bubble,"Page 21, Line ~5"
asset,"Page 21, Line ~5"
copper,"Page 21, Line ~5"
almost,"Page 21, Line ~6"
other,"Page 21, Line ~6"
this,"Page 21, Line ~6"
dynamic,"Page 21, Line ~6"
true,"Page 21, Line ~7"
choose,"Page 21, Line ~8"
wealth,"Page 21, Line ~8"
long,"Page 21, Line ~9"
market,"Page 21, Line ~10"
good,"Page 21, Line ~11"
this,"Page 21, Line ~12"
when,"Page 21, Line ~12"
people,"Page 21, Line ~13"
demand,"Page 21, Line ~13"
have,"Page 21, Line ~14"
supply,"Page 21, Line ~14"
enough,"Page 21, Line ~14"
bring,"Page 21, Line ~15"
price,"Page 21, Line ~15"
such,"Page 21, Line ~15"
asset,"Page 21, Line ~15"
will,"Page 21, Line ~15"
reward,"Page 21, Line ~15"
choose,"Page 21, Line ~16"
wealth,"Page 21, Line ~16"
long,"Page 21, Line ~17"
run,"Page 21, Line ~17"
because,"Page 21, Line ~18"
other,"Page 21, Line ~18"
will,"Page 21, Line ~18"
either,"Page 21, Line ~18"
course,"Page 21, Line ~18"
choice,"Page 21, Line ~19"
more,"Page 21, Line ~19"
will,"Page 21, Line ~19"
winner,"Page 21, Line ~20"
this,"Page 21, Line ~20"
race,"Page 21, Line ~20"
human,"Page 21, Line ~20"
history,"Page 21, Line ~21"
two,"Page 21, Line ~22"
unique,"Page 21, Line ~22"
physical,"Page 21, Line ~22"
that,"Page 21, Line ~22"
other,"Page 21, Line ~22"
gold,"Page 21, Line ~23"
stable,"Page 21, Line ~23"
that,"Page 21, Line ~23"
gold,"Page 21, Line ~24"
other,"Page 21, Line ~24"
can,"Page 21, Line ~25"
only,"Page 21, Line ~25"
rare,"Page 21, Line ~26"
gold,"Page 21, Line ~27"
that,"Page 21, Line ~27"
all,"Page 21, Line ~27"
gold,"Page 21, Line ~27"
still,"Page 21, Line ~28"
more,"Page 21, Line ~28"
people,"Page 21, Line ~28"
around,"Page 21, Line ~28"
gold,"Page 21, Line ~29"
never,"Page 21, Line ~30"
never,"Page 21, Line ~30"
gold,"Page 21, Line ~31"
other,"Page 21, Line ~31"
that,"Page 21, Line ~32"
only,"Page 21, Line ~32"
way,"Page 21, Line ~32"
increase,"Page 21, Line ~32"
supply,"Page 21, Line ~32"
gold,"Page 21, Line ~32"
gold,"Page 21, Line ~33"
process,"Page 21, Line ~34"
have,"Page 21, Line ~34"
this,"Page 21, Line ~35"
all,"Page 21, Line ~35"
that,"Page 21, Line ~35"
gold,"Page 21, Line ~36"
people,"Page 21, Line ~36"
around,"Page 21, Line ~36"
world,"Page 21, Line ~36"
gold,"Page 21, Line ~37"
annual,"Page 21, Line ~38"
over,"Page 21, Line ~38"
seven,"Page 21, Line ~38"
this,"Page 22, Line ~1"
rate,"Page 22, Line ~1"
always,"Page 22, Line ~1"
around,"Page 22, Line ~1"
never,"Page 22, Line ~2"
figure,"Page 22, Line ~2"
figure,"Page 22, Line ~2"
figure,"Page 22, Line ~3"
gold,"Page 22, Line ~3"
annual,"Page 22, Line ~3"
between,"Page 22, Line ~4"
gold,"Page 22, Line ~4"
any,"Page 22, Line ~4"
large,"Page 22, Line ~5"
increase,"Page 22, Line ~5"
demand,"Page 22, Line ~5"
that,"Page 22, Line ~6"
price,"Page 22, Line ~6"
spike,"Page 22, Line ~6"
annual,"Page 22, Line ~6"
any,"Page 22, Line ~7"
this,"Page 22, Line ~7"
output,"Page 22, Line ~7"
will,"Page 22, Line ~8"
dwarf,"Page 22, Line ~8"
any,"Page 22, Line ~8"
price,"Page 22, Line ~8"
price,"Page 22, Line ~9"
spike,"Page 22, Line ~9"
that,"Page 22, Line ~9"
annual,"Page 22, Line ~10"
will,"Page 22, Line ~10"
rather,"Page 22, Line ~11"
grow,"Page 22, Line ~12"
gold,"Page 22, Line ~13"
large,"Page 22, Line ~13"
enough,"Page 22, Line ~14"
price,"Page 22, Line ~14"
only,"Page 22, Line ~14"
silver,"Page 22, Line ~14"
close,"Page 22, Line ~14"
gold,"Page 22, Line ~15"
this,"Page 22, Line ~15"
annual,"Page 22, Line ~15"
supply,"Page 22, Line ~15"
rate,"Page 22, Line ~15"
around,"Page 22, Line ~16"
around,"Page 22, Line ~16"
this,"Page 22, Line ~16"
that,"Page 22, Line ~17"
gold,"Page 22, Line ~17"
two,"Page 22, Line ~17"
silver,"Page 22, Line ~17"
can,"Page 22, Line ~18"
large,"Page 22, Line ~19"
annual,"Page 22, Line ~19"
annual,"Page 22, Line ~20"
silver,"Page 22, Line ~20"
rare,"Page 22, Line ~21"
gold,"Page 22, Line ~21"
earth,"Page 22, Line ~21"
because,"Page 22, Line ~22"
second,"Page 22, Line ~22"
unit,"Page 22, Line ~23"
silver,"Page 22, Line ~24"
main,"Page 22, Line ~24"
used,"Page 22, Line ~24"
high,"Page 22, Line ~25"
into,"Page 22, Line ~25"
very,"Page 22, Line ~26"
gold,"Page 22, Line ~27"
paper,"Page 22, Line ~27"
gold,"Page 22, Line ~27"
any,"Page 22, Line ~28"
will,"Page 22, Line ~28"
more,"Page 22, Line ~28"
detail,"Page 22, Line ~28"
later,"Page 22, Line ~28"
this,"Page 22, Line ~29"
silver,"Page 22, Line ~29"
soon,"Page 22, Line ~30"
silver,"Page 22, Line ~31"
second,"Page 22, Line ~32"
possible,"Page 22, Line ~33"
move,"Page 22, Line ~33"
unit,"Page 22, Line ~33"
second,"Page 22, Line ~34"
place,"Page 22, Line ~34"
this,"Page 22, Line ~34"
silver,"Page 22, Line ~35"
bubble,"Page 22, Line ~35"
before,"Page 22, Line ~35"
will,"Page 22, Line ~35"
again,"Page 22, Line ~36"
soon,"Page 22, Line ~36"
into,"Page 22, Line ~37"
increase,"Page 22, Line ~38"
supply,"Page 22, Line ~38"
bring,"Page 22, Line ~38"
price,"Page 22, Line ~38"
wealth,"Page 22, Line ~39"
example,"Page 22, Line ~39"
trap,"Page 22, Line ~40"
silver,"Page 22, Line ~40"
all,"Page 22, Line ~40"
very,"Page 22, Line ~41"
hunt,"Page 22, Line ~41"
bring,"Page 22, Line ~41"
about,"Page 22, Line ~42"
silver,"Page 22, Line ~42"
price,"Page 22, Line ~43"
that,"Page 22, Line ~43"
price,"Page 22, Line ~44"
more,"Page 22, Line ~44"
people,"Page 22, Line ~44"
want,"Page 22, Line ~44"
keep,"Page 22, Line ~44"
price,"Page 22, Line ~45"
turn,"Page 22, Line ~45"
people,"Page 22, Line ~45"
matter,"Page 22, Line ~46"
much,"Page 22, Line ~46"
hunt,"Page 22, Line ~47"
wealth,"Page 22, Line ~47"
match,"Page 22, Line ~47"
ability,"Page 22, Line ~47"
silver,"Page 22, Line ~48"
keep,"Page 22, Line ~48"
silver,"Page 22, Line ~48"
price,"Page 22, Line ~49"
silver,"Page 22, Line ~49"
hunt,"Page 22, Line ~49"
over,"Page 22, Line ~50"
price,"Page 22, Line ~50"
all,"Page 22, Line ~51"
that,"Page 22, Line ~52"
figure,"Page 22, Line ~52"
figure,"Page 22, Line ~53"
figure,"Page 22, Line ~53"
annual,"Page 22, Line ~53"
this,"Page 23, Line ~1"
rate,"Page 23, Line ~1"
supply,"Page 23, Line ~1"
